Row Labels,11,12,13,14,18,19,20,22,31,32,33,34,35,36,38,41,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,61,62,63,64,66,90,91,92,93,95,97,98,99,100,101,All,Inv
2017.serreta .Control 50.2,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,23,0,62,0
2017.mist.negros.0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,25,0
2017.mist.negros.0.2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,4,0,24,0
2017.mist.negros.0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,8,0,0,19,0
2017.mist.negros.50.1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,20,0
2017.mist.negros.50.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2017.mist.negros.50.3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,11,0,22,0
2017.mist.negros.250.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,55,0
2017.mist.negros.250.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,37,0
2017.mist.negros.250.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,48,0
2017.mist.negros.max.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,24,0
2017.mist.negros.max.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,17,0,26,0
2017.mist.negros.max.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,24,0
2017.mist.negros.control50.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,53,1,0,13,0,0,8,0,0,0,0,0,0,0,8,2,0,0,0,0,37,5,132,0
2017.malhadas.0.1,2,0,1,0,7,0,0,0,4,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,3,1,2,2,7,4,3,1,0,0,0,0,0,1,6,2,2,0,0,0,1,0,70,25
2017.malhadas.0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,6,1,1,2,0,4,6,1,0,0,0,0,0,0,3,2,0,0,0,0,8,0,50,5
2017.malhadas.0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,0
2017.malhadas.50.1.,0,7,4,4,0,1,1,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,1,0,1,0,6,1,0,0,0,0,0,0,4,4,3,0,0,0,0,39,0,95,24
2017.malhadas.50.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,12,0,5,0,1,1,0,6,3,1,0,0,0,0,0,0,6,2,1,0,0,0,18,0,61,8
2017.malhadas.50.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,11,0,14,0,1,0,0,2,2,0,0,0,0,0,0,0,4,2,2,0,0,0,11,0,52,4
2017.malhadas.250.1,0,0,2,2,1,6,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,1,0,9,9,5,2,0,1,2,0,2,3,0,8,1,0,0,17,0,79,20
2017.malhadas.250.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,4,0,2,4,5,1,0,0,0,0,0,17,0,0,0,0,0,4,0,43,12
2017.malhadas.250.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,2,0,18,7
2017.malhadas.max.1,2,2,3,2,0,2,0,0,5,0,0,9,0,0,0,0,0,15,0,0,0,0,0,1,6,0,1,4,0,12,4,0,1,0,1,0,0,1,8,0,16,0,0,0,15,0,110,27
2017.malhadas.max.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,1,0,0,2,9,0,0,1,0,10,6,0,0,0,0,0,0,0,5,0,10,0,0,0,21,0,76,20
2017.malhadas.max.3,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,7,0,0,2,3,9,11,0,1,0,0,0,0,0,3,0,11,0,0,0,15,0,80,16
2017.malhadas.control50.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,2,0,2,3,10,3,0,0,0,0,0,0,0,8,1,2,0,0,0,17,0,61,14
2019.guil.moniz.0.1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,20,0,0,0,1,0,40,0
2019.guil.moniz.0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,22,0
2019.guil.moniz.0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,1,0,25,0
2019.serreta .0.1,0,0,2,0,0,2,0,0,6,7,0,0,1,0,0,0,0,0,0,0,0,0,13,2,17,6,0,7,0,0,3,1,0,0,0,0,0,0,3,15,3,0,0,0,0,0,88,1
2019.serreta .0.2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,3,0,0,0,12,0,0,0,0,0,0,0,4,16,0,0,0,0,0,48,12
2019.serreta .0.3,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1,0,7,0,0,1,7,0,0,0,0,0,0,8,3,10,0,0,0,0,0,56,8
2019.serreta .50.1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,29,0,1,1,0,7,0,0,1,0,0,0,0,0,0,3,3,5,10,0,0,0,0,0,67,0
2019.serreta .50.2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,3,0,0,1,6,0,0,0,0,0,0,1,2,14,0,0,0,0,0,35,6
2019.serreta .50.3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,3,0,0,1,6,0,0,0,0,0,0,1,2,14,0,0,0,0,0,35,6
2019.serreta .250.1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,10,0,0,3,0,0,0,0,0,0,0,5,1,32,0,0,0,0,0,70,0
2019.serreta .250.2,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,5,0,0,3,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,51,1
2019.serreta .250.3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,10,0,0,1,6,0,0,0,0,0,0,4,0,20,0,0,0,0,0,48,6
2019.serreta .Control 50.2,0,0,0,0,0,9,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,4,0,0,5,0,0,0,0,0,0,0,1,4,1,0,0,0,20,1,70,1
2019.mist.negros.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,2,0,9,0
2019.mist.negros.0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,1,0,20,6
2019.mist.negros.0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,16,2
2019.mist.negros.50.1,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,20,1,47,2
2019.mist.negros.50.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3
2019.mist.negros.50.3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,20,0,27,0
2019.mist.negros.250.1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,67,0
2019.mist.negros.250.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,47,0
2019.mist.negros.250.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,50,0
2019.mist.negros.max.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,0,25,0
2019.mist.negros.max.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,3,0,0,0,11,0,29,0
2019.mist.negros.max.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,12,0
2019.mist.negros.control50.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,1,0,7,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,19,5,63,0
